ID,Source if not TB,module,ch,Topic,2019midterm,2019_101_mock,label,Question text,latex,advanced variation,Alternate,Original (if changed),Answer,Extended answer,solution hints,Exam/practice,Difficulty,Share correct 2024,Share correct 101,2016_May_exam,2016_practice,2016_resit,2017_midterm,101midterm_2017,2017_practicemidterm,2017_101_practice_midterm,final_2017,101_final_2017,2017_resit,2017_resit_101,2018_midterm,101midterm_2018,2018_final,2018_final_101,2018_resit_101,Comments_DR,2019 mock midterm
publicgood_fourtf,,,16,Public Goods,,,,"\textbf{For the following four questions}, indicate whether each would reasonably be considered public goods (\textit{ASSUME} everyone's preferences are self-interested and not other-regarding)

\question[1.5] Expenditure on preserving the ozone layer and reducing greenhouse emissions
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
Yes, reasonably considered a public good
\end{solution}

\question[1.5] Housing for low-income residents who live in remote rural areas
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
 No, not reasonably considered a public good
\end{solution}

\question[1.5] Bandages provided to individuals for free by the NHS, which come at the cost of public funds raised through taxation
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
 No, not reasonably considered a public good
\end{solution}

\question[1.5] The text of a universally-appreciated novel, in a world where such novels can be freely and legally exchanged on the internet.
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
Yes, reasonably considered a public good
\end{solution}","\textbf{For the following four questions}, indicate whether each would reasonably be considered public goods (\textit{ASSUME} everyone's preferences are self-interested and not other-regarding)

\question[1.5] Expenditure on preserving the ozone layer and reducing greenhouse emissions
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
Yes, reasonably considered a public good
\end{solution}

\question[1.5] Housing for low-income residents who live in remote rural areas
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
 No, not reasonably considered a public good
\end{solution}

\question[1.5] Bandages provided to individuals for free by the NHS, which come at the cost of public funds raised through taxation
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
 No, not reasonably considered a public good
\end{solution}

\question[1.5] The text of a universally-appreciated novel, in a world where such novels can be freely and legally exchanged on the internet.
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
Yes, reasonably considered a public good
\end{solution}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dpd_causes,,,11,Monopolies and price discrimination,,,,"\begin{minipage}{\linewidth}
  \question[5]  \textcolor{black}{\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}}  Consider what economic theory predicts will happen if a monopoly is allowed to practice \textit{second-degree} price discrimination (2dpd) rather than charge the same price for everyone. Which of the following are true?

\begin{enumerate}[label=(\Alph*)]  \item 2dpd will always lead to a greater quantity exchanged.
  \item 2dpd may lead to some consumers buying less than the efficient quantity or quality of the good.
  \item 2dpd will lead the marginal and average cost curves to shift outwards.
  \item 2dpd will always decrease the sum of consumer and producer surplus.
 \item 2dpd will never reduce the monopoly's profits, and will potentially allow these to increase.
\end{enumerate}

\begin{solution}
 2dpd will never reduce the monopoly's profits, and will potentially allow these to increase. AND
2dpd may lead to some consumers buying less than the efficient quantity or quality of the good.
\end{solution}

\end{minipage}
","\begin{minipage}{\linewidth}
  \question[5]  \textcolor{black}{\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}}  Consider what economic theory predicts will happen if a monopoly is allowed to practice \textit{second-degree} price discrimination (2dpd) rather than charge the same price for everyone. Which of the following are true?

\begin{enumerate}[label=(\Alph*)]  \item 2dpd will always lead to a greater quantity exchanged.
  \item 2dpd may lead to some consumers buying less than the efficient quantity or quality of the good.
  \item 2dpd will lead the marginal and average cost curves to shift outwards.
  \item 2dpd will always decrease the sum of consumer and producer surplus.
 \item 2dpd will never reduce the monopoly's profits, and will potentially allow these to increase.
\end{enumerate}

\begin{solution}
 2dpd will never reduce the monopoly's profits, and will potentially allow these to increase. AND
2dpd may lead to some consumers buying less than the efficient quantity or quality of the good.
\end{solution}

\end{minipage}
",,,,,,,,,,,,,,,,,,,,,,,,,,,,
risk_averse_2lotteries,,,4,Uncertainty,,,,"\begin{minipage}{\linewidth}
\question[4]  \textcolor{black}{\textit{Choose ONE.}}
Consider the choice between two binary lotteries $A$ and $B$. Lottery $A$ will pay $A_1$ with probability $p$ and $A_0$ with probability $1-p$, where $A_1>A_0$. Lottery $B$ will pay $B_1$ with probability $q$ and $B_0$ with probability $1-q$, where $B_1>B_0$. Each lottery costs the same amount to obtain. Assume all people prefer more money to less money. Which of the following is true?

\begin{enumerate}[label=(\Alph*)]  \item If each lottery is a coin flip, i.e., $p=q=1/2$, and $A_0=B_0=0$, a risk-averse person will choose lottery $A$ if $A_1>B_1$.
  \item A risk-neutral individual will always choose the lottery with the smaller difference between the high and low payoffs.
  \item A risk-averse person will always choose the lottery with the lower payoff variance, regardless of expected monetary value.
  \item A risk-loving person will always choose the lottery with the greater expected monetary payoff.
  \item None of the above.

\end{enumerate}
\begin{solution}
If each lottery is a coin flip, i.e., $p=q=1/2$, and $A_0=B_0=0$, a risk-averse person will choose lottery A if $A_1>B_1$. (Note, A risk-neutral person would do so as well).
\end{solution}

\end{minipage}
","\begin{minipage}{\linewidth}
\question[4]  \textcolor{black}{\textit{Choose ONE.}}
Consider the choice between two binary lotteries $A$ and $B$. Lottery $A$ will pay $A_1$ with probability $p$ and $A_0$ with probability $1-p$, where $A_1>A_0$. Lottery $B$ will pay $B_1$ with probability $q$ and $B_0$ with probability $1-q$, where $B_1>B_0$. Each lottery costs the same amount to obtain. Assume all people prefer more money to less money. Which of the following is true?

\begin{enumerate}[label=(\Alph*)]  \item If each lottery is a coin flip, i.e., $p=q=1/2$, and $A_0=B_0=0$, a risk-averse person will choose lottery $A$ if $A_1>B_1$.
  \item A risk-neutral individual will always choose the lottery with the smaller difference between the high and low payoffs.
  \item A risk-averse person will always choose the lottery with the lower payoff variance, regardless of expected monetary value.
  \item A risk-loving person will always choose the lottery with the greater expected monetary payoff.
  \item None of the above.

\end{enumerate}
\begin{solution}
If each lottery is a coin flip, i.e., $p=q=1/2$, and $A_0=B_0=0$, a risk-averse person will choose lottery A if $A_1>B_1$. (Note, A risk-neutral person would do so as well).
\end{solution}

\end{minipage}
",,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheep_may_graze,,,,"Game theory,Public Goods",,,,"  \question[8] \textcolor{black}{\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}} Suppose that shepherd A and B simultaneously choose how many sheep to graze on the commons.  Shepherd A gets benefit $s_A(120-2s_A-s_B)$ and B gets benefit $s_B(120-2s_A-s_B)$, where $s_A$ and $s_B$ are the number of sheep grazed by shepherds A and B, respectively.

\bigskip

Considering the best-responses and Nash equilibrium of this game (you may need to compute these), which of the following are true?

%Is this an outcome that maximises the sum of the benefits (for both countries)? Explain.

\begin{enumerate}[label=(\Alph*)]  \item Considering best responses, the more sheep A grazes, the more shepherd B will graze, and vice-versa (within the range where both graze positive amounts).
  \item Considering best responses, the more A grazes, the less B will graze, and vice-versa (within the range where both graze positive amounts).
  \item Under Nash equilibrium play,  A will graze as much as or more than B.
  \item Under Nash equilibrium play, the total number of sheep grazed (summed across both shepherds) is less than 50.
  \item Under Nash equilibrium play, the total benefits (summed across both shepherds) are at less than half of their maximum possible level (considering any level of grazing that could be agreed upon, if an agreement could be enforced).
 \end{enumerate}

\begin{solution}

Correct answer:

[only ONE] Considering best responses, the more A grazes, the less B will graze, and vice-versa (within the range where both graze positive amounts).

AND

%Under Nash equilibrium play, the total benefits (summed across both shepherds) are at less than half of their maximum possible level (considering any level of grazing that could be agreed upon, if an agreement could be enforced).

\bigskip

\textit{Explanation}

Solving for best responses, we take the FOC (set derivatives equal to 0)

to get, for shepherd A:
$120-2s_A-s_B-2s_A=0$ $\rightarrow$ $120-4s_A=s_B \rightarrow 4s_A=120-s_B \rightarrow s_A=30-s_B/4$

For shepherd B this yields $(120-2s_A-s_B)-s_B=0$ $\rightarrow$ $120-2s_A=2s_B$ $\rightarrow s_B=60-s_A$.

So `Considering best responses, the more shepherd A grazes, the less shepherd B will graze, and vice-versa.'


Plugging these in, $s_A^{ne}=30 - (60-s_A)/4 = 30-15+s_A/4 \rightarrow (3/4)s_A = 15 \rightarrow s_A^{ne} = 60/3=20$

Plugging in to B's BR: $s_B^{ne}=60-20=40$

(So `Under Nash equilibrium play, A will graze as much as or more than shepherd B' is FALSE.)

Total sheep grazed NE are thus $s_A+s_B=20+40=60$

(so `Under Nash equilibrium play, the total number of sheep grazed (summed across both shepherds) is less than 50' is FALSE)

The total benefit in general is $s_A(120-2s_A-s_B) +  s_B(120-2s_A-s_B)$.

Under NE this is $20(120-2\times20-40)+40(120-2\times20-40)=20(40)+40(40)=2400$.

Considering the optimum provision, we have to optimize over two variables, with potentially binding non-negativity constraints. To keep it simple, let's use intuition.

The total benefit in general is $s_A(120-2s_A-s_B) +  s_B(120-2s_A-s_B)$.

Consider the marginal benefit of either adding a sheep: 
$MB_A= 120-4s_A-3s_B$
$MB_B= 120-3s_A-2s_B$


For any level of grazing by either ($s_A$ and $s_B$), 'A grazing an additional sheep' always yields less additional net value than does 'B grazing an additional sheep'.  Thus, it is clear that B `doing all the grazing' will lead to the greatest level of total benefit. So, set $S_B=0$. This yields a much simpler maximisation: 

$s_B= argmax [s_B(120-s_B)]$. Clearly this is just 'maximising a rectangle's area.' The FOC yields an optimum where $120-2s_B=0$ $\rightarrow$ $s_B^{opt}=60$ (and $s_A^{opt}=0$). Note that in this case this is the same total level of grazing as in the NE, but the sheep are allocated to the more efficient shepherd.  

%Setting $s_A$ to maximize this implies $120-4s_A-3s_B=0$, so  $4s_A+3s_B=120$ $\rightarrow s_A=30-(3/4)s_B$. (We can already see that this is less than the amount specified in A's BRF.)

%Setting $s_B$ to maximize this implies $120-3s_A-2s_B=0$, so  $3s_A+2s_B=120$ $\rightarrow 2s_B=120-3s_A \rightarrow s_B=60-(3/2)s_A$

%Plugging this in: $s_B=60-(3/2)(30-(3/4)s_B)= 60-45+(9/8)s_B$ $\rightarrow (1/8)s_B=$ $\rightarrow s_B^{opt}=40$.

%Plugging in yields $s_A^{opt}=30-(3/4)40=0$.

This yields payoffs $0+60 \times (120-60)=3600$.

These benefits are greater than before, but less than twice as high (2400 vs 3600). This is arguably an example of the tragedy of the commons; the individual and group incentives are not aligned; however, redistribution of the output would be necessary for both parties to benefit from this optimal structure.

\end{solution}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uncertainty_welfare,,,,"Uncertainty,Asymmetric Information",,,,"\begin{minipage}{\linewidth}
\question[4] \textcolor{black}{\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}} According to modern microeconomic theory, uncertainty can lead to a departure from efficiency particularly when
\begin{enumerate}[label=(\Alph*)]\item information is symmetric, but some people are more risk-averse than others.
\item people can purchase financial options.
\item information is asymmetric; some individuals know more about costs, productivity and the quality of products than others do.
\item `Agents' control the level of effort they put in, `Principals' cannot observe this, and both are risk-neutral and have unlimited liability.
\item `Agents' control the level of effort they put in, `Principals' cannot observe this, Agents are risk-averse and Principals are risk-neutral.
\end{enumerate}

\begin{solution}
information is asymmetric; some individuals know more about costs, productivity and the quality of products than others do.
AND
'Agents' control the level of effort they put in, `Principals' cannot observe this, Agents are risk-averse and Principals are risk neutral.
\end{solution}
\end{minipage}","\begin{minipage}{\linewidth}
\question[4] \textcolor{black}{\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}} According to modern microeconomic theory, uncertainty can lead to a departure from efficiency particularly when
\begin{enumerate}[label=(\Alph*)]\item information is symmetric, but some people are more risk-averse than others.
\item people can purchase financial options.
\item information is asymmetric; some individuals know more about costs, productivity and the quality of products than others do.
\item `Agents' control the level of effort they put in, `Principals' cannot observe this, and both are risk-neutral and have unlimited liability.
\item `Agents' control the level of effort they put in, `Principals' cannot observe this, Agents are risk-averse and Principals are risk-neutral.
\end{enumerate}

\begin{solution}
information is asymmetric; some individuals know more about costs, productivity and the quality of products than others do.
AND
'Agents' control the level of effort they put in, `Principals' cannot observe this, Agents are risk-averse and Principals are risk neutral.
\end{solution}
\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemons_implies,,,,Asymmetric Information,,,,"
\begin{minipage}{\linewidth}
\question[4] \textcolor{black}{\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}}
The `lemons model' of asymmetric information (Akerlof, 1970) applied to a market for used cars, implies:
\begin{enumerate}[label=(\Alph*)]  \item There will be an efficient provision of information because of the Coase Theorem.
  \item If sellers and buyers have the same valuation of a car of a particular \textit{true} quality, sellers will refuse to sell these cars because of the `endowment effect'
  \item Where sellers know more about the value of used cars than buyers, some sales that would be mutually beneficial will not take place.
  \item If there is asymmetric information, no risk-averse person will ever buy a used car.
  \item Where buyers know more about the value of used cars than sellers, too many used cars will be exchanged.
\end{enumerate}

\begin{solution}
Where sellers know more about the value of used cars than buyers, some sales that would be mutually beneficial will not take place.
\end{solution}
\end{minipage}
","
\begin{minipage}{\linewidth}
\question[4] \textcolor{black}{\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}}
The `lemons model' of asymmetric information (Akerlof, 1970) applied to a market for used cars, implies:
\begin{enumerate}[label=(\Alph*)]  \item There will be an efficient provision of information because of the Coase Theorem.
  \item If sellers and buyers have the same valuation of a car of a particular \textit{true} quality, sellers will refuse to sell these cars because of the `endowment effect'
  \item Where sellers know more about the value of used cars than buyers, some sales that would be mutually beneficial will not take place.
  \item If there is asymmetric information, no risk-averse person will ever buy a used car.
  \item Where buyers know more about the value of used cars than sellers, too many used cars will be exchanged.
\end{enumerate}

\begin{solution}
Where sellers know more about the value of used cars than buyers, some sales that would be mutually beneficial will not take place.
\end{solution}
\end{minipage}
",,,,,,,,,,,,,,,,,,,,,,,,,,,,
6m-var,,,,Uncertainty,,checked,,"\question[3] \textcolor{gray}{\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}}   A risk averse individual, under the standard assumptions (choose all that apply)
\begin{enumerate}[label=(\alph*)]
  \item will typically diversify her investments because this will
 increase the maximum expected returns she can get.
  \item will typically diversify her investments because this will allow her to increase the variance in her expected payoffs
  \item may purchase some of a `risk-free asset' and invest the rest of her wealth in a diversified `market basket' of investments
  \item might purchase insurance even if it is not 'actuarially fair'
\item may invest in an asset she knows will have a negative expected monetary return, if this asset's return is a 'coin-flip' risk, uncorrelated to the returns of any other asset
\end{enumerate}
\begin{solution}
Might purchase insurance even if it is not 'actuarially fair' (she is willing to pay some premium to reduce her risk) AND

AND  may purchase some of a 'risk-free' asset and invest the rest of her wealth in a diversified 'market basket' of investments (see the CAPM model discussion)
\end{solution}","\question[3] {\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}}   A risk averse individual, under the standard assumptions (choose all that apply) 
\begin{enumerate}[label=(\alph*)]
  \item will typically diversify her investments because this will
 increase the maximum expected returns she can get.
  \item will typically diversify her investments because this will increase her expected return for a given variance in the expected payoffs, and vice-versa.
  \item may purchase some of a 'risk-free' asset and invest the rest of her wealth in a diversified 'market basket' of investments
  \item might purchase insurance even if it is not 'actuarially fair'
\item may invest in an asset she knows will have a negative expected monetary return, if this asset's return is a 'coin-flip' risk, uncorrelated to the returns of any other asset 
\end{enumerate}
\begin{solution}
Might purchase insurance even if it is not 'actuarially fair' (she is willing to pay some premium to reduce her risk) AND

will typically diversify her investments because this will increase her expected return for a given variance in the expected payoffs, and vice-versa.

AND  may purchase some of a 'risk-free' asset and invest the rest of her wealth in a diversified 'market basket' of investments (see the CAPM model discussion)
\end{solution}
\end{questions}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.s1_var,,,17,Behavioural,,,,"
\question[3] In what way does prospect theory differ from the standard theory of expected utility?
\begin{enumerate}[label=(\alph*)]
  \item  With prospect theory, preferences depend only on final wealth levels.
  \item  With prospect theory, preferences vary with initial (reference) wealth levels.
  \item  With prospect theory, individuals are risk loving over small losses.
  \item  With prospect theory, risk aversion does not play a role.
\end{enumerate}

\begin{solution}
b. With prospect theory, preferences vary with initial (reference) wealth levels
\end{solution}

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monopproperties,,,11,Monopolies and price discrimination,,checked,,"\begin{minipage}{\linewidth}
\includegraphics[height=3in]{monopnosupply.ong}

\question[3] Which of the following are true statements – choose all that apply

\begin{enumerate}[label=(\alph*)]
\item For a firm to be a monopoly it must be that average costs in this industry decline in output over the entire range of potential outputs.
\item A monopoly does not face a 'demand curve' in a meaningful sense, as its demand curve can rotate over time in response to changes in price. 
\item The monopoly maximises its profit by charging the price where marginal revenue equals marginal costs (as long as this price is above average costs)
\item A monopoly does not have a 'supply curve': depending on the slope of and intercept of the demand curve, the monopoly may provide the same quantity at a different price or a different quantity at the same price.
\item the producer surplus of a monopoly is less than that of a firm under perfect competition
\end{enumerate}

\begin{solution}
True statements:

The monopoly maximises its profit by charging the price where marginal revenue equals marginal costs (as long as this price is above average costs) -- in fact this is true of firms under basically any market structure, including monopoly.

AND

A monopoly does not have a 'supply curve': depending on the slope of and intercept of the demand curve, the monopoly may provide the same quantity at a different price or a different quantity at the same price Note that a monopoly does not have a 'supply curve', as its profit-maximising price changes in response to a rotation in the demand curve.

The other statements are false. Diminishing average costs may lead to the situation of a natural monopoly, but this is not a necessary condition for there to be a monopoly; there may also be legal barriers to entry.

A monopoly faces a demand curve just like a firm under any other market structure.

A monopoly will gain a producer surplus, while a firm under perfect competition will not.
\end{solution}
\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
publicgood_fourtfVAR,,,16,Public Goods,,checked,,"\textbf{For the following three questions}, indicate whether each would reasonably be considered public goods (\textit{ASSUME} everyone's preferences are self-interested and not other-regarding)

\question[1.5]  Government subsidized childcare for low income working single mothers
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
 No, not reasonably considered a public good
\end{solution}

\question[1.5] Expenditure on reducing the risk of an asteroid destroying the earth 
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
Yes, reasonably considered a public good
\end{solution}


\question[1.5] A new philosophical system that is widely appreciated and discussed and makes everyone feel better about their lives 
\begin{enumerate}[label=(\Alph*)]  \item Yes, reasonably considered a public good
  \item No, not reasonably considered a public good
\end{enumerate}
\begin{solution}
Yes, reasonably considered a public good
\end{solution}""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd_outcomes,,,11,Monopolies and price discrimination,,checked,,"\begin{minipage}{\linewidth}
  \question[5]  \textcolor{black}{\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}}   Which of the following are FALSE?

\begin{enumerate}[label=(\Alph*)]  \item Both second and third-degree price discrimination will always lead to a greater quantity exchanged.
  \item For third-degree price discrimination to improve total welfare it must lead to an increase in the quantity exchanged (this is a necessary condition)
\item The ability to price discriminate may reduce the profits of a monopolist
  \item Under second-degree price discrimination the consumer who values the good MORE than th other consumer will purchase less than the efficient quantity or quality of the good
  \item Both second and third-degree price discrimination involve self-selection by on the basis consumers, as the firm cannot identify any attributes of the consumer in either case without the consumer voluntarily disclosing these
 \item Price discrimination based on cookies and 'time of arrival' on a webpage will be perfect price discrimination
\end{enumerate}

\begin{solution}

Only one statement is true, the remainder are false. (With these instructions, be sure to fill in the bubbles for the false statements only)

FALSE: 'The ability to price discriminate may reduce the profits of a monopolist.'

Note that the ability to price discriminate will never reduce the monopoly's profits, and will potentially allow these to increase. Remember, the firm could always ignore this tool if it is not helpful.

\bigskip 

FALSE: 'Under second-degree price discrimination the consumer who values the good MORE than the other consumer will purchase less than the efficient quantity or quality of the good'

No, it is the reverse. The quality/quantity are distorted downwards for the consumer who values the good LESS; this is to prevent the more valuable consumer from choosing this cheaper bundle.

\bigskip 

FALSE: 'Both second and third-degree price discrimination involve self-selection by on the basis consumers, as the firm cannot identify any attributes of the consumer in either case without the consumer voluntarily disclosing these'

This describes second-degree price discrimination but not third-degree price discrimination, where the category of consumer CAN be identified

\bigskip 

FALSE: 'Price discrimination based on cookies and 'time of arrival' on a webpage will be perfect price discrimination.'

This may combine second and third-degree price discrimination and it may yield a different price being paid by each consumer. However, this will not allow the seller to perfectly mind read and determine every consumers exact willingness to pay.

\bigskip 

TRUE:   'For third-degree price discrimination to improve total welfare it must lead to an increase in the quantity exchanged (this is a necessary condition)

As 3dpd reduces exchange efficiency (some people may obtain the good who value it less than others who do not obtain the good), we need an increase in quantity (improving top-level efficiency) to potentially make up for this.

\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
risk_averse_2lotteries_B,,,4,Uncertainty,,checked,,"\begin{minipage}{\linewidth}
\question[4]  \textcolor{black}{\textit{Choose ALL that are TRUE.}}
Consider the choice between two binary lotteries $A$ and $B$. Lottery $A$ will pay $A_1$ with probability $p$ and $A_0$ with probability $1-p$, where $A_1>A_0$. Lottery $B$ will pay $B_1$ with probability $q$ and $B_0$ with probability $1-q$, where $B_1>B_0$. Each lottery costs the same amount to obtain. Assume all people prefer more money to less money. Which of the following is/are true?

\begin{enumerate}[label=(\Alph*)]  
\item If $p=1/2$ and $q=1/4$, and $A_0=B_0=0$, a risk-neutral person will choose lottery $A$ if $A_1>2B_1$.
\item If $p=1/2$ and $q=1/4$, and $A_0=B_0=0$, a risk-averse person will choose lottery $A$ if $A_1>2B_1$.
\item If $p=1/2$, $q=1/4$, $A_0=B_0=0$, and $B_1=2A_1$ a risk-averse person will definitely choose lottery $A$.
  \item A risk-averse person will always choose the lottery with the lower payoff variance, regardless of expected monetary value.
  \item A risk-loving person will always choose the lottery with the greater variance.
 \end{enumerate}
\begin{solution}
TRUE: If $p=1/2$ and $q=1/4$, and $A_0=B_0=0$, a risk-neutral person will choose lottery $A$ if $A_1>2B_1$.
If this is the case, it has a greater expected monetary value, so a risk neutral person would prefer it.
\bigskip 
AND
TRUE: If $p=1/2$, $q=1/4$, $A_0=B_0=0$, and $B_1=2A_1$ a risk-averse person will definitely choose lottery $A$.
If this is the case, the expected values are the same but lottery A has less variation in payoffs, so a risk-averse person will choose it.

\bigskip 
The remaining statements are false. Both risk-averse people and risk lovers care both about the expected value and about the variation in payoffs. (The difference is that risk-averse people prefer less variation in payoffs and risk lovers prefer more variation in payoffs)

\end{solution}

\end{minipage}
""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fighthiderun_tf_3qns,,,5,Game theory,,,,"\begin{minipage}{\linewidth}

The following three true/false questions concern the game depicted below.

\begin{center}
\begin{tabular}{llcc}
                                               & & \multicolumn{2}{l}{Player 2}                                                                         \\ \cline{2-4}
\multicolumn{1}{l|}{}                          & \multicolumn{1}{l|}{}                & \multicolumn{1}{l|}{Fight} & \multicolumn{1}{l|}{Run away} \\ \cline{2-4}
\multicolumn{1}{l|}{\multirow{3}{*}{Player 1}} & \multicolumn{1}{l|}{Fight}     & \multicolumn{1}{c|}{2, -2} & \multicolumn{1}{c|}{2, 0}        \\ \cline{2-4}
\multicolumn{1}{l|}{}                          & \multicolumn{1}{l|}{Hide} & \multicolumn{1}{c|}{4, 1}  & \multicolumn{1}{c|}{6, 1}        \\ \cline{2-4}
\multicolumn{1}{l|}{}                          & \multicolumn{1}{l|}{Run away}     & \multicolumn{1}{c|}{5, 3}  & \multicolumn{1}{c|}{0, 0}        \\ \cline{2-4}
\end{tabular}
\end{center}

\question[2]  True or false: No strategies are strictly dominated for either player.
\begin{enumerate}[label=(\Alph*)]  \item True
  \item False
\end{enumerate}
\begin{solution}
False: For player 1 `Fight' is a strictly dominated strategy.
\end{solution}

\question[2] True or false: \{Player 1: Run away; Player 2: Run away\} is a Nash equilibrium strategy profile.
\begin{enumerate}[label=(\Alph*)]  \item True
  \item False
\end{enumerate}
\begin{solution}
False
\end{solution}

\question[2] True or false: For player 1 `Run away' is the unique (i.e., the \textit{only}) \textit{rationalisable} strategy.
\begin{enumerate}[label=(\Alph*)]  \item True
  \item False
\end{enumerate}
\begin{solution}
False: Each player has two rationalisable (pure) strategies (survivors of iterated strict dominance): Hide and `Run Away' for Player 1, and Fight and `Run away' for player 2.
\end{solution}

\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rationalisability_MCQ,,,5,Game theory,,checked,,"TODO
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumbBOS,,,5,Game theory,,checked,,"\begin{minipage}{\linewidth}

The following three true/false questions concern the game depicted below (the row player's payoffs are in the bottom left corner of each box, and the column player's in the upper right of each box).

\includegraphics[height=3in]{bosdumb.png}
\question[2]  True or false: No strategies are strictly dominated for either player.
\begin{enumerate}[label=(\Alph*)]  \item True
  \item False
\end{enumerate}
\begin{solution}
False: For player 1 (row) C is strictly dominated by B.
\end{solution}

\question[2] True or false: \{Player 1: A; Player 2: b} is a Nash equilibrium strategy profile.
\begin{enumerate}[label=(\Alph*)]  \item True
  \item False
\end{enumerate}
\begin{solution}
False
\end{solution}

\question[2] True or false: For player 2 `a' and `b' are the only  textit{rationalisable} strategies.
\begin{enumerate}[label=(\Alph*)]  \item True
  \item False
\end{enumerate}
\begin{solution}
TRUE: We eliminate the dominated ""C"".  After this, c is strictly dominated by b in the remaining part of the game.  What remains is a battle of the sexes type game; nothing else is strictly dominated.
\end{solution}

\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6mb,,,4,Uncertainty,,,,"\question[3] True or False: A risk averse individual that must decide between two different lotteries will always choose the lottery with less variance in the payoffs.
\begin{enumerate}[label=(\alph*)]
  \item True
  \item False
\end{enumerate}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
