ID,Type,Source if not TB,ch,Category1,cat2,101_2019,101_2019_mock,time_to_solve,"Question text, with answer",Advanced ver,older version,Difficulty,Comments_DR,Maths,BEE2024-2016_May_exam,BEE2024_2016_practice,2016_resit,beem101_2016-17_practice,Beem101_2016/17-midterm,final_2017,101_final_2017,2017_resit,2017_resit_101,2018_101_final,common_errors,Category2,2018_2024_final,Variation,2018-19_101_midterm,2019_final,2019_notes,alt-2024,2018_resit_101,2019_resit,2019-mock
WARP,,own,,Utility and preferences,,,,,"\begin{minipage}{1.1\linewidth}

\question[27.5] What is the 'weak axiom of revealed preferences'? Illustrate a case (using budget constraints) where this is violated. Explain why we might \textit{not} expect such a violation to typically occur. Can this be tested in an experiment? Explain.

\bigskip

\begin{solution}

X is 'revealed preferred to Y' (X RP Y) if bundle X is chosen given a budget set where Y was also affordable. The WARP states that if X RP Y we must not have that Y RP X. This implies that if X and Y are chosen under distinct budget sets, and people are spending all their income, X must be more expensive than Y (and thus unaffordable) in the case where X is chosen, and vice versa.

If we do not have a broad range of indifference (e.g., dmrs everywere along a budget line), and we have nonsatiation, you can see why this seems reasonable.

We can depict a violation this using two intersecting budget lines and consumption choices on each (you can look this up and I will also try to provide an illustration). A clear argument can be made by noting that the point strictly above the consumption choice in one case was available in the other case. That point should be strictly preferred to the point chosen, which is at least weakly preferred to the point \textit{not} chosen from the other decision. (Let may make an illustration of this... I'll get back to you.)

In theory, this could be tested simply by presenting people multiple budget sets to make real choices, telling them that only one will be chosen randomly (if they are 'EU maximisers' we could treat these independent decisions). Such an experiment could involve two actual products (although we cannot be sure if people will resell these), or perhaps more conveniently, two payoffs, each occurring under some state of the world, e.g., each with 50\% probability. We can look for exact violations, where choices are inconsistent between these two budget lines.

Experiments (Sugden; Choi et al..) have tested a stronger axiom, and one that affords a more robust set of tests, namely the Generalized Axiom of Revealed Preferences (GARP), which extends this to a sort of transitivity (if A RP B and B RP C then NOT C RP A). There are reasonable criticisms of such experiments as tests of rationality, or even of the GARP. People's preferences (or, in a stricter model, background goods, as well as beliefs) may change, even over the short period of an experiment, as they learn and rethink and their mood changes. There may also be costs of calculating these (and a mental cost should enter an individual's preferences/utility function); with the small amounts of value being paid per decision in these experiments, it may be optimizing to \textit{not} make exact calculations/accounts.
\end{solution}
\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,
ownprice,"Explain, theory",,,Demand curves,,,,,"\begin{minipage}{1.1\linewidth}

\question[27.5] What will happen to the \textit{quantity demanded} of good X as the price of good X increases, all else equal? What does this depend on? Depict this (mathematically or graphically), considering income and substitution effects.

\bigskip

\begin{solution}

This depends on whether the good is a Giffen good or a non-Giffen good. For a  Giffen good the quantity demanded will increase, while for Normal good or for an inferior (but non-Giffen) it will decrease. (Note that there is very little empirical evidence for actual Giffen goods.)

A good will only be Giffen if it is inferior, and it has a very large income effect, which overwhelms the substitution effect. This is only 'likely' to occur if the good accounts for large share of income. (See the Slutsky decomposition for further insight.)

You should be able to sketch this out with indifference curves and  varying budget constraints; do one for a Giffen and one for a non-Giffen. This is extensively covered in the lectures/handout, and the text.

\end{solution}
",,,,,,,,,,,,,,,,,,,,,,,,,,
idsupply,"Explain, theory",,,Economic models,,,,,"\question[27.5] Under what conditions would an econometrician be able to identify the supply curve in the market for tuna? What data would she require, what conditions would need to hold, and how might she go about doing this? Explain (briefly).

\bigskip

\begin{solution}

We can only identify the supply curve through shift in the demand curve (draw this). This is the main point. Merely observing a collection of 'quantity, price' points, e.g., a month-to-month report from the tuna exchange, tells us only, at best, about the equilibrium point of the supply and demand functions at that time. It does not isolate the supply curve..

We would want to find data from a period in which we expect the supply curve to be fairly constant (elaborate on this ... constant cost conditions etc), but we know the demand curve is varying. Alternatively, we may have ""instruments"" for ""shifts"" in the demand curve. (In theory, one could also run a field experiment where different prices were presented to suppliers, but this would be very hard to implement.)

In the market for tuna we might expect there to be something close to perfect competition among suppliers; however, note that if this was a monopoly or oligopoly, there actually is no such thing as a ""supply curve""; quantity supplied does not respond in a straightforward way to price, as firms are paying close attention to the slope of the demand curve, which implies a marginal revenue..

There may be other approaches to identifying the supply curve. If we had evidence on the cost conditions, we know that, in the long run, the price will follow the average cost at a particular level of production. However, it is very difficult to estimate an industry's cost curve.

\end{solution}",,,,,,,,,,,,,,,,,empirics,,,,,,,,,
LR_price,explain,,,Perfect competition,,,,,"\question[27.5] In the standard model of perfect competition, if the demand curve for a good shifts out, what happens to the price of that good, in the long run? Explain, describing the process by which the market responds to this shift in the short and the long run.  How does this result depend on the slope of the long-run average cost curve of the industry?

\begin{solution}

This is extensively depicted in the textbook. Be sure to note the response of firms in the short run and the entry/exit of firms in the long run, returning to price= minimum average cost.

The price of the good in the long run could increase, decrease, or stay the same in response to this outward shift in the demand curve. Yes, the \textit{long-run} supply curve could even be downward sloping! This depends on what happens to the average cost curve of the industry at a higher level of quantity. Do we have globally increasing, decreasing, or constant returns to scale?

\end{solution}
\bigskip",,,,,,,,,,,,,,,,,,,,,,,,,,
cpi_measures,"depict, apply theory",,,Demand curves,,,,,"\question[27.5] Which commonly used measures of the consumer price index (CPI) overstate the appropriate rate of inflation for adjusting pensions and salaries? Which measures understate this? Explain, depicting this using indifference curves and budget constraints, and explaining the sense in which the rate is overstated or understated.

\bigskip

\begin{solution}

This is extensively discussed in the handout and linked references. The basic point (which I illustrated in the lecture) is that a fixed-basket (Lespeyeres) CPI will overstate the rate of inflation, as it ignores substitution possibilities. Otoh, simply 'adjusting to the price of the new basket' (the Paasche measure) comparing how much this costs now to how much it cost in the previous, will understate the rate of inflation, as it assumes that these substitutions could not have made the individual any worse off. The 'true' CPI (as measured by compensating variation, equivalent, variation or consumer surplus) is in between these two measures.

Please be able to sketch this with the indifference curves and budget constraints, and explain it.

\end{solution}",,,,,,,,,,,,,,,,,,,,,,,,,,
cons_opt_quasilinear,"solve, draw, explain",,,Demand curves,,,,,"\question[45] \underline{Consumer optimisation}

If you choose this question, answer ALL  PARTS (a-c).

\begin{parts}

\part[15] State the consumer's \textit{general} optimisation problem. Depict this graphically for the case of \textit{perfect complements},  using  indifference curve(s) and a budget constraint.

\
\part[15] Now suppose a consumer's utility function over the two goods she can consume is $U(x,y)=2\sqrt x+y-10$.  State the optimisation condition(s) for this consumer (considering this specific utility function) as a function of her income $I$ and prices $p_x$ and $p_y$.

\textit{Hints:} These will involve her `marginal rate of substitution'. Be sure to consider corner solutions. Recall that $\frac{\partial \sqrt x }{\partial x} = \frac{1}{2}x^{-1/2}$.

\
\begin{solution}

State the Lagrangian, (ideally the Kuhn-Tucker one with complementary slackness conditions) and solve.  Or just recall that $MRS(x,y)=p_x/p_y$ as long as the corner outcomes do not yield greater utility (briefly explain/justify this).

\textcolor{gray}{Bonus points for noting/proving that this is a concave problem so we do not need to consider second order conditions.}

$MU(x)=x^{-1/2}$ and $MU(y)=1$. \textcolor{gray}{(The '-10' is a red herring)}

$MRS(x,y)= MU(x)/MU(y) = \frac{1/\sqrt x}{1}=x^{-1/2}$. \textcolor{gray}{Check this is reasonable: the more x I have the smaller this becomes, thus the less y I am willing to give up to gain a unit of x. OK.}

The interior optimisation conditions are thus

\begin{enumerate}
\item $x^{-1/2} = p_x/p_y$ (i.e., $x^{\ast}=(p_x/p_y)^{-2}=(p_y/p_x)^{2}$.  \textcolor{gray}{(Does this make sense?  Maybe; we do have x declining in $p_x$.)}  \textit{and}
\item the budget-balance condition $p_x x+p_y y=I$.
\end{enumerate}

\textcolor{gray}{Also note that we can be sure that she will spend all her income because this utility function illustrates nonsatiation ... its partial derivative is positive everywhere, wrt both arguments.}

If we substitute the first condition into the second, we get

$p_x(p_y/p_x)^2+p_y y=I$ $\rightarrow$  $p_y^{2}/p_x+p_y y=I$  $\rightarrow$ $p_y y=I-p_y^{2}/p_x$
 $\rightarrow y^{\ast}= \frac{I}{p_y}-\frac{p_y}{p_x}$.

So she always spends $I-p_y y^{\ast} = I - I + \frac{p_y^{2}}{p_x}=\frac{p_y^{2}}{p_x}$  on $x$, i.e., she buys $x^{\ast}=(\frac{p_y}{p_x})^{2}$ units of $x$ \textit{no matter her income (!)}, as long as we are not at a corner solution, and she spends  the rest of  her income (if any remains) on $y$.

\textcolor{gray}{Note that this is a \textit{quasilinear} utility function; linear in one of its arguments and (in this case) concave in the other argument. In such cases the individual consumes the 'concave' good, the one with diminishing MU until its 'bang for the buck' declines to that of the other good, and then spends the rest of her income on the other ('linear utility'... or 'numeraire' good).}

\end{solution}

\part[15] Are either, both, or neither of these goods \textit{absolute necessities} (defined here as goods that an individual will choose a positive amount of for any positive prices and income)? Explain. Under what prices and income will this consumer consume \textit{none} of good y? Derive this mathematically and depict this (including depicting the point where she consumes none of good y) using indifference curves and a budget constraint.  Explain.

\textit{Note: If you cannot depict this for this particular utility function, you may gain partial credit for graphing an arbitrary comparable case where the individual consumes only one of the two goods, and explaining this.}

\begin{solution}
We solved for $x^{\ast}=(\frac{p_y}{p_x})^{2}$, regardless of income. Thus as long as $y$ has a positive price, she will buy some amount of x.
However, the first (and every) unit of y yields utility at rate $y$, and the  MU of x is $1/\sqrt x$. This is extremely large for the first few units of $x$. Thus, for at least low levels of expenditure,  the 'bang for the buck' for x: $1/p_x\sqrt x$, must exceed the `bang for the buck' for y: $y/p_y$. Thus, for low levels of income, she may not purchase $y$. It is not an absolute  necessity.

We also see this in our previous solution,  $y^{\ast}= \frac{I}{p_y}-\frac{p_y}{p_x}$.  If $I \leq \frac{p_y^{2}}{p_x}$, i.e., for a lower income and a higher relative price of $p_y$, she will buy no $p_y$.

This utility function is quasilinear.  Indifference curves show diminishing MRS, but (noting $MRS=x^{-1/2}$)  these have the same slopes for any value of y wherever x is held constant, i.e., along vertical lines. Thus these indifference curves look all look the same, just shifted up vertically from one another.

To demonstrate the point where she consumes no y, we draw a budget constraint with a slope that is everywhere shallower than the indifference curves that go through it, and draw the indifference curve beginning at the point where this hits the horizontal axis.

See below:

\includegraphics[height=3in]{quasilinearcorner.jpg}

\end{solution}
\end{parts}
",,,,,,,,,,,,,,,,,,,,,,,,,,
explain_pefectcomp_sub_inc,Explain/discuss,own,,Demand curves,,,,,"\part (20 marks) Explain what is means for goods to be `perfect complements in a ratio of 2:1.'  Explain what the 'substitution effect' and 'income effect' of a price increase of one of these goods would look like.  Please include a diagram involving budget constraints and indifference curves depicting this.

\begin{solution}
The indifference curves will be 'L-shaped'. The vertices of these L's will have slope ½ (or slope 2, depending which good is on which axis). This is basically the 'bicycle wheels and frames' example discussed (excepting that one cannot really have fractional amounts of these) , with utility functions $U=min(W, 2F)$. 

There will be \textit{no} substitution effect, only an income effect. The 'minimum expenditure combination of these goods that yields a particular level of utility' does not change as prices vary.  See text and handout for diagrams and further explanation. Your diagram should show a rotation in the budget constraint (as price of one increases), and the 'compensated budget constraint' shifting this new budget constraint up, which yields a consumption choice at the original point (hence no substitution effect), and then 'removing the compensation' shifts the budget constraint down to its new point, yielding the income effect (less consumption of the good whose price increased). (And also consumption of the other good must decrease.)

\end{solution} ",,,,,,,,,,,,,,,,,,,,,,,,,,checked
housing_subsidy,"Explain, theory, policy",,,Demand curves,,,,,"\part (20 marks)  Make the economic case for why, if it seeks to help poor people, it is more efficient for government to pay people a fixed 'lump-sum' transfer, a fixed amount of money, instead of subsidising them by offering to reimburse them for half of the housing expenses they incur. (Hint: This is related to the 'deadweight loss of commodity taxation', but going in the other direction.)

\textcolor{red}{Note:} \textit{this question is perhaps slightly more challenging than I would typically ask on an exam, but it will be good for you to practice!}

\begin{solution}

See NS textbook application 'Why Not Just Give the Poor Cash?'

Also see slides 1-7 of the powerpoint HERE \url{https://www.dropbox.com/s/13oapcmn1r9gc2x/subsidy%20illustration.pptx?dl=0} -- download and go slide by slide for a better exposition.

\end{solution} ",,,,,,,,,,,,,,,,,,,,,,,,,,checked
variance_and_return_CAPM,Explain/discuss,,,Uncertainty,,,,,"\part (20 marks) What should be the relationship between an asset's expected variance and its expected return in a financial market? Discuss, with reference to the choices of individual risk-averse investors, the possibility of diversification, and the \textit{Capital Asset Pricing Model}.

\begin{solution}
Please see handout and test on the 'Pricing of risk (and assets) in financial markets'.

The important point is to differentiate between coin-flip risk and `market risk' (that cannot be diversified away from). The latter should be rewarded in higher expected return, with a constant slope `beta', describing the `market line'.

\end{solution}",,,,,,,,,,,,,,,,,,,,,checked,,,,,
hidden_info_logutil,"solve, draw, explain",Ec951 (Essex),,Asymmetric information,,checked,,=,"\question[50] \emph{This question is about hidden information in the principal-agent setting.}

\textbf{If you choose this question answer \emph{all} parts (a), (b), and (c).}

Suppose a principal ($P$) delegates production to an agent ($A$), and pays the agent $t(q)$ to produce $q$ units. Production incurs no fixed cost and a constant marginal cost, so that total cost $c(q) = \theta q$. The marginal cost, $\theta$, can take two values, $\underline{\theta}$ and $\overline{\theta}$. Let $prob(\theta=\underline{\theta})=\nu \in (0,1)$.

Assume $0<\underline{\theta}<\overline{\theta}<1$.

Assume that $A$'s reservation utility is zero, and:
\begin{align*}
U_{P}(q)  & =S(q)-t(q)=ln(q)-t(q)\\
U_{A}(q)  & =t(q)-c(q)=t(q)-\theta q\text{ {where }}\theta
\in\{\underline{\theta},\overline{\theta}\}
\end{align*}
where  $U_{P}(q)$ and
$U_{A}(q)$ denote the net payoffs of $P$ and $A$, respectively,
and $S(q)$ denotes revenue from output $q$. Assume the agent knows her marginal cost of production, but the principal does not.

\bigskip 

\begin{parts}
\part (15 points) What does it mean for the principal to `implement a separating contract' in this context? What does an `information rent' mean in this context? If the principal chooses to implement a separating contract, which type of agent (if any) will get an information rent, and why?

\bigskip 

\begin{solution}

 In a separating contract, the principal induces each type of agent to (self-selects to) produce a different amount and is paid a different amount. \ The
low-cost agent is paid an information rent to get her to produce more, i.e., to keep her from accepting the contract meant for the high-cost type. \ We
could show that the PC\_high is binding, and this will imply that if the low-cost type were to accept the high-cost type's contract she could do it
at lower cost and get a positive profit. \ Thus, to accept the contract meant for the low-cost type, she must also get a positive profit, the
`information rent.' \ It is called an `information rent' because it can be seen as a payment required to get the low-cost type to reveal her
information about cost -- if no such reward were given, she would rather remain `incognito.'

Remember that when this contract is implemented the low-cost type \textit{does} produce more than the high-cost type. 

\end{solution}

\part (20 points) Assuming the principal wants to implement an `interior, separating equilibrium', describe the principal's constrained optimization problem for the case described above. In doing so, explain what you mean by `participation constraints' and `incentive compatibility' constraints.

\bigskip
\begin{solution}

By `interior' we mean both types of agent produce a positive amount. Thus the principal must get two types of agent to prefer to accept the contract: two ``participation constraints.'' He must also get each to prefer choose the (distinct) output intended for them: two ``incentive compatibility constraints.''

We know that to induce an interior separating contract with participation we need to only worry about the low-cost type's IC constraint and the high-cost
type's PC constraint; these are the \textit{binding} constraints, and the others are `slack.' (Note that the information  rent argument suffices to show that PC(low cost) is slack; the proof that IC(high cost) is slack is longer. Neither are required here.) \ Hence, we require


\begin{equation*}
t_{hc} - \overline{\theta} q_{hc} \geq 0  \tag{PC-high}
\end{equation*}

and
\begin{equation*}
t_{lc} - \underline{\theta} q_{lc} \geq t_{hc} - \underline{\theta} q_{hc} \tag{IC-low}
\end{equation*}

Since these are binding, they hold strictly, implying:

\begin{equation*}
t_{hc} = \overline{\theta} q_{hc}  \tag{PC-high}
\end{equation*}

and

\begin{eqnarray*}
t_{lc} = t_{hc} - \underline{\theta} q_{hc} + \underline{\theta} q_{lc} \notag \\
&=&  (\overline{\theta} - \underline{\theta}) q_{hc} +   \underline{\theta} q_{lc}
\end{eqnarray*}

Substituting this into the principal's optimization problem we get:

\begin{eqnarray*}
U_{pr}^{SB} &=&\max_{q,q_{lc}}E_{\theta }(ln(q(\theta))-t(\theta )) \\
&=&\max_{q,q_{lc}} \nu \left( ln(q_{lc})-\left( (\overline{\theta}-\underline{\theta})q_{hc}+ \underline{\theta} q_{lc} \right) \right)+ (1-\nu)\left(ln(q_{hc})-\overline{\theta}q_{hc}\right)
\end{eqnarray*}

Where $\nu$ is the probability of a low cost type agent.
\end{solution}

\part (15 points) Describe the contract that the principal will set for the case described in part (b). Derive an expression for the principal's profit. Will either type of agent produce the technically efficient amount? Explain why or why not. Will this cause a loss of social surplus relative to a case where the agent's cost of production is common knowledge? Explain.

\begin{solution}
Taking the FOC's of this concave problem:

\begin{eqnarray*}
  \frac{dU_{pr}}{dq_{lc}} &=& \nu \Big(\frac{1}{q{_{lc}}}-\underline{\theta}\Big) = 0 \\
  \frac{dU_{pr}}{dq_{hc}} &=& (1-\nu)\left(  \frac{1}{q{_{hc}}}-\overline{\theta} \right) - \nu (\overline{\theta}-\underline{\theta})  = 0
\end{eqnarray*}

The lower (lowest) cost agent will always be induced to produce the efficient amount. In considering an increase in the low-cost type's output, the principal is trading off the actual benefit of the output to the principal, against the increased costs to the agent that must be compensated. This is the condition for efficiency. Although the low-cost agent will get a surplus (information rent) if the high-cost agent is assigned a positive quantity, this surplus does not depend on the amount assigned to the low-cost type. On the other hand, when the principal increases the amount assigned to the high-cost type, he not only has to compensate the high-cost type's cost, he must also increase the information rent paid to the low cost type; thus the high-cost type's output is distorted downwards relative to the first best full-information case. Note that this is because the more output assigned to the high-cost type, the more she must be paid, and thus the more the low cost type has to gain from producing this same output, thus the higher the information rent. (I.e., in the tradeoff that the principal is considering, the 'cost' of the high-cost-types' output to the principal is greater than just the technical cost.)

This \textit{does} cause a loss of social surplus relative to the full information case; if the high-cost type could be identified, the principal would have her produce more, and compensate her for her costs, and also gain additional profit from this.

\bigskip 

Further computation yields:

$ \frac{dU_{pr}}{dq_{hc}} =(1-\nu)\left(  \frac{1}{q{_{hc}}}-\overline{\theta} \right) - \nu (\overline{\theta}-\underline{\theta})  = 0$$\rightarrow$  

%$(1-\nu)\left(  \frac{1}{q{_{hc}}}-\overline{\theta} \right) =\nu (\overline{\theta}-\underline{\theta}) $ $\rightarrow$ 

$\frac{1}{q{_{hc}}}=\overline{\theta}  +\frac{\nu}{1-\nu} (\overline{\theta}-\underline{\theta}) $ $\rightarrow$ 

$q^{sb}{_{hc}} =\big(\overline{\theta}+\frac{\nu}{1-\nu} (\overline{\theta}-\underline{\theta})\big)^{-1} $ $\rightarrow$ 

$  q^{sb}{_{lc}}=\frac{1}{\underline{\theta}}  $


The principal's expected profit is thus:

\begin{eqnarray*}
U_{pr}^{SB} &=& \\
\nu  [ln(\frac{1}{\underline{\theta}})  -  \overline{\theta}\frac{1}{\underline{\theta}} - (\overline{\theta} - \underline{\theta}) q^{sb}_{hc} ] \\
+ (1-\nu)[\left(ln(q^{sb}_{hc})-\overline{\theta}q^{sb}_{hc}\right)]
 \\
\end{eqnarray*}

Substituting the somewhat messy $q^{sb}{_{hc}}$ term if desired

\end{solution}
\end{parts}
",,,,,,,,,,,,,,,,,,,,,,,,,,
hidden_info_quad_util,"solve, draw, explain",Ec951 (Essex),,Asymmetric information,,,,,"\begin{questions}
\question[50] \emph{This question is about hidden information in the principal-agent setting.}

\textbf{If you choose this question answer \emph{all} parts (a), (b), and (c).}


Consider a standard hidden-information agency problem in which a principal
hires an agent. \ Define a contract as a pairing of a transfer ($t$) and an
output level ($q$). \ The principal offers a menu of one or more contracts.
The agent knows his type, $\theta \in \{1,2\}$, at the time she is hired.
The probability that $\theta =2$ is $\frac{2}{3}$. This is her private
information. For a given contract $(t,q)$ the agent's utility is $t-\theta
q^{2}$ and the principal's utility is $q-t$. The output level is observable.

\begin{parts}

\part  (15 marks) Suppose the principal can observe the type of the agent before offering
her a contract. Solve for the contract that the principal will write and
find the resulting payoffs.

\begin{solution}

{\small Suggested answer:\ In the full-information case, the principal,
knowing }$\theta ${\small , maximizes }$q-t${\small \ over }$q${\small \ and
}$t${\small \ subject to the constraint that }$t-\theta q^{2}\geq 0$

{\small (i.e., subject to the constraint that the agent participate).}

{\small Clearly, the constraint binds --- the principal wishes to make }$t$%
{\small \ as small as possible --- so the problem is equivalent to the
unconstrained problem}

\begin{equation*}
\max_{q}{\small (q-\theta q}^{2}{\small )}
\end{equation*}

{\small The solution to which is }$q^{FB}(\theta )=\frac{1}{2\theta }$

{\small Hence, }$t^{FB}(\theta )=\frac{1}{4\theta }${\small .}

{\small \bigskip }

{\small I.e.,}

\begin{eqnarray*}
q^{FB}(\underline{\theta }) &=&\frac{1}{2\underline{\theta }}=\frac{1}{2} \\
t^{FB}(\underline{\theta }) &=&\frac{1}{4\underline{\theta }}=\frac{1}{4}
\end{eqnarray*}

{\small and}

\begin{eqnarray*}
q^{FB}(\bar{\theta}) &=&\frac{1}{2\bar{\theta}}=\frac{1}{4} \\
t^{FB}(\bar{\theta}) &=&\frac{1}{4\bar{\theta}}=\frac{1}{8}.
\end{eqnarray*}

{\small Payoffs yield zero surplus to each agent, and a (principal's) profit
of: }%
\begin{eqnarray*}
U_{pr}^{FB} &=&\frac{1}{3}\left( q_{lc}-t_{lc}\right) +\frac{2}{3}\left(
q-t_{hc}\right)  \\
&=&\frac{1}{3}(\frac{1}{2}-\frac{1}{4})+\frac{2}{3}(\frac{1}{4}-\frac{1}{8})=%
\frac{1}{6}
\end{eqnarray*}

{\small Note: Another way of stating this is that these contracts need only
meet the participation constraints -- the incentive compatibility
constraints can be trivially satisfied through a `forcing contract'. }$PC(%
\underline{\theta }):t_{lc}-\underline{\theta }\underline{q}^{2}\geq 0;$%
{\small \ }$PC(\bar{\theta}):t_{hc}-\bar{\theta}\bar{q}^{2}\geq 0${\small .
It is trivial to see that these constraints will both bind.}

{\small \ Hence, the contract: }$t_{lc}=t(q=\frac{1}{4\underline{\theta }}%
|\theta =\underline{\theta })=\frac{1}{8},${\small \ }$t(q\neq \frac{1}{4%
\underline{\theta }}|\theta =\underline{\theta })=-\infty ${\small \ and }$%
t_{hc}=t(q=\frac{1}{4\bar{\theta}}|\theta =\bar{\theta})=\frac{1}{4},$%
{\small \ }$t(q\neq \frac{1}{4\theta }|\theta =\bar{\theta})=-\infty $%
{\small \ }$\ ${\small will be optimal.}

{\small \bigskip }

\end{solution} 

\part (25 marks) Now assume the principal does not observe the agent's type, but knows the
probability of the agent being of each type. Find the optimal menu of
contracts for the principal to offer. Find the resulting payoffs. Remember
to check shut-down and pooling contracts. Show how you obtained your answer.
\ Note: you do not need to give a proof of which constraints bind and which
are slack, you can merely cite a general rule.

\begin{solution}

{\small Separating case}

{\small We know that to induce a separating contract with participation we
need to only worry about the low-cost type's IC constraint and the high-cost
type's PC constraint; these are the binding constraints, and the others are
`slack.' \ Hence, we require:}

\begin{equation}
{\small t_{hc}-2q_{hc}}^{2}{\small \geq 0}  \tag{PC-high}
\end{equation}

{\small and}%
\begin{equation}
t_{lc}-q_{lc}^{2}\geq t_{hc}-q_{hc}^{2}  \tag{IC-low}
\end{equation}

{\small \bigskip }

{\small Since these are binding, they hold strictly, implying:}

\begin{equation*}
{\small t_{hc}=2q_{hc}}^{2}
\end{equation*}

{\small and}%
\begin{eqnarray}
t_{lc} &=&t_{hc}-q_{hc}^{2}+q_{lc}^{2}  \notag \\
&=&2q_{hc}^{2}-q_{hc}^{2}+q_{lc}^{2} \\
&=&q_{hc}^{2}+q_{lc}^{2}
\end{eqnarray}

{\small Substituting this into the principal's optimization problem we get:}

\begin{eqnarray*}
U_{pr}^{SB} &=&\max_{q,q_{lc}}E_{\theta }(q(\theta )-t(\theta )) \\
&=&\max_{q,q_{lc}}\frac{1}{3}(q_{lc}-q_{hc}^{2}-q_{lc}^{2})+\frac{2}{3}%
\left( q_{hc}-2q^{2}\right)
\end{eqnarray*}

{\small Taking the FOC's of this concave problem:}

\begin{eqnarray*}
\frac{dU_{pr}}{dq_{lc}} &=&\frac{1}{3}-\frac{2}{3}q_{lc}=0 \\
&\Rightarrow &q_{lc}^{SB}=\frac{1}{2}=q^{FB}(\underline{\theta })
\end{eqnarray*}%
\begin{eqnarray*}
\frac{dU_{pr}}{dq_{hc}} &=&-\frac{2}{3}q_{hc}+\frac{2}{3}-\frac{8}{3}q_{hc}=0
\\
&\Rightarrow &q_{hc}^{SB}=\frac{1}{5}
\end{eqnarray*}

{\small Expected profits can be solved for:}

\begin{eqnarray*}
t_{hc} &=&q_{hc}^{2}\times \bar{\theta}=\frac{1}{5}^{2}\times 2=\frac{2}{25}
\\
t_{lc} &=&t_{hc}-q_{hc}^{2}+q_{lc}^{2}=\frac{2}{25}-\frac{1}{25}+\frac{1}{2}%
^{2}=\frac{1}{25}+\frac{1}{4}=0.29 \\
U_{pr}^{SB} &=&\frac{1}{3}\left( q_{lc}-t_{lc}\right) +\frac{2}{3}%
(q_{hc}-t_{hc}) \\
&=&\frac{1}{3}\left( \frac{1}{2}-\frac{29}{100}\right) +\frac{2}{3}(\frac{1}{%
5}-\frac{2}{25})=\frac{3}{20}
\end{eqnarray*}

{\small Which is lower than in the full-information case.}

\bigskip

\end{solution} 

\part  (10 marks) In the context of a standard hidden-information agency problem, what is
an `information rent' and why does it occur? \ If the principal implements a
contract in which both types produce the same amount, will either type get
an information rent? Explain why or why not.

\begin{solution}

{\small Suggested answer:\ If a separating contract is optimal , the
principal is writing a contract in which each type of agent (self-selects
to) produces a different amount and is paid a different amount. \ The
low-cost agent is paid an information rent to get her to produce more, i.e.,
to keep her from accepting the contract meant for the high-cost type. \ We
could show that the PC\_high is binding, and this will imply that if the
low-cost type were to accept the high-cost type's contract she could do it
at lower cost and get a positive profit. \ Thus, to accept the contract
meant for the low-cost type, she must also get a positive profit, the
`information rent.' \ It is called an `information rent' because it can be
seen as a payment required to get the low-cost type to reveal her
information about cost -- if no such reward were given, she would rather
remain `incognito.'}

\end{solution} 

\end{parts}",,,,,,,,,,,,,,,,,,,,,,,,,,
declare_rebuff_allconcepts,"solve, draw, explain",own,,Game theory,,checked,,,"\begin{minipage}{\linewidth}
  \part[25] State each of the pure and mixed strategy Nash equilibria of the game below, showing your work and drawing the \textit{best-response functions}. Are any of these equilibria Pareto-dominant or Pareto-inferior to any others? Discuss which actions/profile of actions seems most probable in a (single-shot) game and why.

\includegraphics[height=3in]{firmchoices.png}


\begin{solution}
There are two pure-strategy equilibria: in one, both Declare, and in the other, both Rebuff/Ignore. (Can show this through underlining).
\bigskip

Mixed strategy NE occur where each player is indifferent.

Let the probability of declaring be $p$, recognising this is a symmetric game.

Indifference will occur where $10p-10(1-p)=1p+0(1-p) \rightarrow 10p-10+10p=p \rightarrow 19p=10 \rightarrow  p=10/19$. Thus if both players declare with probability 10/19, this will be a mixed-strategy NE.

Depiction of BRF is standard, with three points of intersection.
Payoffs for both players are highest under `Declare, Declare', lower under the MSE, and lowest under `Ignore,Ignore'. In a one-shot, any outcome could be predicted as coordination is not guaranteed. There are arguments for predicting each pure strategy NE profile as an `equilibrium' (refinements). D-D is Pareto-dominant and I-I is a minimax strategy.

\end{solution}
\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,
